date,campaign_id,spend,impressions,bid_requests,win_rate,installs,retained_users,attributed_revenue,cpi,roas,d7_retention,pacing_index,contextual_fit,signal_coverage,creative_fatigue,measurement_reliability,predicted_value_index
2026-04-17,CMP011,3856,2319913,17125938,0.135,483,124,5426.85,7.98,1.41,0.257,1.08,0.646,0.694,0.767,0.763,72.7
2026-04-18,CMP011,3704,1386473,5124077,0.271,449,112,6766.12,8.25,1.83,0.249,1.037,0.435,0.761,0.664,0.858,66.1
2026-04-19,CMP011,3817,2806332,13808755,0.203,402,110,7569.16,9.5,1.98,0.274,1.069,0.657,0.757,0.823,0.699,78.1
2026-04-20,CMP011,4444,3157241,14328545,0.22,474,115,6491.35,9.38,1.46,0.243,1.245,0.426,0.849,0.824,0.941,67.9
2026-04-21,CMP011,2641,915863,4016459,0.228,301,73,4028.15,8.77,1.53,0.243,0.74,0.566,0.695,0.846,0.749,63.9
2026-04-22,CMP011,3246,2272656,11543862,0.197,407,88,5537.1,7.98,1.71,0.216,0.909,0.497,0.813,0.905,0.947,66.0
2026-04-23,CMP011,4088,2744682,13262865,0.207,457,121,7501.3,8.95,1.83,0.265,1.145,0.579,0.746,0.728,0.656,75.2
2026-04-24,CMP011,4340,2428330,18266153,0.133,458,99,7113.66,9.48,1.64,0.216,1.215,0.428,0.659,0.903,0.823,66.1
2026-04-25,CMP011,3509,1895095,9001317,0.211,322,83,5219.71,10.9,1.49,0.258,0.983,0.564,0.854,0.93,0.552,70.6
2026-02-16,CMP012,1087,518218,2868829,0.181,498,159,1578.28,2.18,1.45,0.319,0.801,0.651,0.937,0.139,0.781,95.1
2026-02-17,CMP012,1324,539390,3788791,0.142,438,141,1766.08,3.02,1.33,0.322,0.976,0.645,0.888,0.087,0.802,85.3
2026-02-18,CMP012,1035,380391,2122279,0.179,389,107,1692.35,2.66,1.64,0.275,0.763,0.541,0.806,0.074,0.848,89.5
2026-02-19,CMP012,990,464312,1813765,0.256,391,102,1287.0,2.53,1.3,0.261,0.73,0.514,0.909,0.114,0.722,93.2
2026-02-20,CMP012,1181,642649,2580443,0.249,473,135,1939.37,2.5,1.64,0.285,0.871,0.55,0.66,0.277,0.782,86.5
2026-02-21,CMP012,1375,1005620,3833965,0.262,579,157,2152.16,2.37,1.57,0.271,1.013,0.6,0.856,0.083,0.644,87.7
2026-02-22,CMP012,1385,960610,7216303,0.133,540,183,2174.34,2.56,1.57,0.339,1.021,0.578,0.73,0.137,0.99,78.1
2026-02-23,CMP012,1600,1083000,7593173,0.143,622,195,2246.02,2.57,1.4,0.314,1.179,0.508,0.812,0.187,0.903,77.5
2026-02-24,CMP012,1272,808833,4437699,0.182,571,196,2325.14,2.23,1.83,0.343,0.938,0.637,0.877,0.109,0.77,91.2
2026-02-25,CMP012,1366,645894,4362149,0.148,444,147,1636.67,3.08,1.2,0.331,1.007,0.614,0.9,0.338,0.657,84.2
2026-02-26,CMP012,1239,610043,3376317,0.181,499,157,1680.15,2.48,1.36,0.315,0.913,0.435,0.739,0.162,0.67,77.2
2026-02-27,CMP012,1480,566667,2983568,0.19,485,136,1865.91,3.05,1.26,0.28,1.091,0.578,0.88,0.292,0.811,83.6
2026-02-28,CMP012,1737,784165,5550156,0.141,612,200,2803.32,2.84,1.61,0.327,1.28,0.474,0.848,0.154,0.789,77.1
2026-03-01,CMP012,1068,647092,2909241,0.222,440,136,1827.7,2.43,1.71,0.309,0.787,0.547,0.83,0.194,0.842,86.4
2026-03-02,CMP012,1657,611018,2345599,0.26,607,203,2682.14,2.73,1.62,0.334,1.221,0.546,0.908,0.193,0.89,83.3
2026-03-03,CMP012,1412,1033563,5941672,0.174,450,125,2486.85,3.14,1.76,0.278,1.041,0.519,0.843,0.371,0.697,84.0
2026-03-04,CMP012,1157,546020,2253886,0.242,414,122,1574.2,2.79,1.36,0.295,0.853,0.655,0.919,0.202,0.88,90.1
2026-03-05,CMP012,1170,454195,2196852,0.207,386,126,2123.19,3.03,1.81,0.326,0.862,0.474,0.99,0.244,0.663,86.6
2026-03-06,CMP012,1192,538268,2228563,0.242,458,153,2070.62,2.6,1.74,0.334,0.879,0.654,0.889,0.305,0.855,84.0
2026-03-07,CMP012,1737,1085348,8628796,0.126,584,171,2068.33,2.97,1.19,0.293,1.28,0.658,0.786,0.223,0.638,79.9
2026-03-08,CMP012,1444,438524,2094736,0.209,519,145,1777.33,2.78,1.23,0.279,1.064,0.514,0.494,0.454,0.938,72.6
2026-03-09,CMP012,1382,521540,2246151,0.232,483,162,1855.99,2.86,1.34,0.335,1.018,0.556,0.983,0.258,0.813,79.5
2026-03-10,CMP012,1553,812542,5026363,0.162,607,196,2051.18,2.56,1.32,0.323,1.144,0.649,0.932,0.486,0.691,81.3
2026-03-11,CMP012,833,509190,2119020,0.24,215,65,1154.75,3.87,1.39,0.302,0.614,0.423,0.701,0.34,0.879,69.7
2026-03-12,CMP012,1131,772308,4824731,0.16,464,120,1634.04,2.44,1.44,0.259,0.834,0.423,0.911,0.432,0.672,84.2
2026-03-13,CMP012,1208,877792,6399093,0.137,365,121,1694.86,3.31,1.4,0.332,0.89,0.519,0.594,0.397,0.771,82.4
2026-03-14,CMP012,1574,805628,3351078,0.24,478,127,2509.23,3.29,1.59,0.266,1.16,0.516,0.683,0.416,0.756,82.3
2026-03-15,CMP012,1209,348497,1435308,0.243,387,102,1296.6,3.12,1.07,0.264,0.891,0.561,0.6,0.414,0.732,72.4
2026-03-16,CMP012,1377,562938,3184037,0.177,556,148,2331.14,2.48,1.69,0.266,1.015,0.527,0.704,0.381,0.739,81.6
2026-03-17,CMP012,1335,838527,3601456,0.233,447,116,1382.04,2.99,1.04,0.26,0.984,0.479,0.92,0.418,0.719,73.5
2026-03-18,CMP012,768,451561,3982419,0.113,295,95,1079.72,2.6,1.41,0.322,0.566,0.573,0.99,0.355,0.99,85.3
2026-03-19,CMP012,1470,450835,3111290,0.145,594,175,2224.98,2.47,1.51,0.295,1.084,0.427,0.893,0.426,0.654,79.5
2026-03-20,CMP012,1073,786732,4870921,0.162,339,91,1332.0,3.17,1.24,0.268,0.791,0.637,0.722,0.599,0.854,83.0
2026-03-21,CMP012,1257,693178,3943155,0.176,422,129,1763.93,2.98,1.4,0.306,0.927,0.412,0.784,0.393,0.919,74.0
2026-03-22,CMP012,1143,823883,3642149,0.226,376,105,1219.39,3.04,1.07,0.279,0.843,0.604,0.735,0.48,0.698,75.0
2026-03-23,CMP012,1064,552236,2123716,0.26,356,107,1647.2,2.99,1.55,0.301,0.784,0.576,0.922,0.391,0.753,79.2
2026-03-24,CMP012,1673,752175,4131848,0.182,675,191,2063.89,2.48,1.23,0.283,1.233,0.654,0.737,0.386,0.656,84.2
2026-03-25,CMP012,1151,388948,2483816,0.157,331,97,1445.1,3.48,1.26,0.293,0.848,0.557,0.887,0.446,0.891,76.6
2026-03-26,CMP012,1250,908710,5715629,0.159,441,140,1354.34,2.83,1.08,0.317,0.922,0.464,0.786,0.5,0.804,79.3
2026-03-27,CMP012,868,567175,4096362,0.138,263,84,1020.55,3.3,1.18,0.319,0.64,0.594,0.716,0.467,0.933,76.0
2026-03-28,CMP012,618,211551,1857361,0.114,241,64,801.39,2.56,1.3,0.266,0.456,0.632,0.99,0.5,0.833,79.7
2026-03-29,CMP012,1243,774199,2949405,0.262,472,158,1911.26,2.63,1.54,0.335,0.916,0.554,0.744,0.53,0.836,77.9
2026-03-30,CMP012,1182,400343,1595242,0.251,399,132,1679.64,2.96,1.42,0.331,0.871,0.649,0.975,0.511,0.886,82.5
2026-03-31,CMP012,969,570531,2969047,0.192,296,90,1166.8,3.27,1.2,0.304,0.714,0.622,0.946,0.624,0.791,85.5
2026-04-01,CMP012,1093,501634,3323913,0.151,407,133,1739.19,2.69,1.59,0.327,0.806,0.638,0.889,0.467,0.804,83.4
2026-04-02,CMP012,845,392104,2215763,0.177,248,74,1264.42,3.41,1.5,0.298,0.623,0.53,0.781,0.555,0.65,80.2
2026-04-03,CMP012,1390,410833,1952389,0.21,433,134,1608.27,3.21,1.16,0.309,1.025,0.454,0.684,0.73,0.745,71.3
2026-04-04,CMP012,1542,869364,7347883,0.118,541,169,1847.55,2.85,1.2,0.312,1.137,0.523,0.977,0.592,0.542,81.2
2026-04-05,CMP012,1014,717378,3795143,0.189,322,84,1338.01,3.15,1.32,0.261,0.748,0.604,0.716,0.758,0.857,68.5
2026-04-06,CMP012,1350,396830,2115679,0.188,508,160,1563.32,2.66,1.16,0.315,0.995,0.564,0.99,0.588,0.708,82.9
2026-04-07,CMP012,1283,382651,2747096,0.139,358,97,1286.66,3.58,1.0,0.271,0.946,0.492,0.657,0.534,0.846,73.5
2026-04-08,CMP012,1381,416672,1980486,0.21,500,162,2055.54,2.76,1.49,0.324,1.018,0.464,0.695,0.532,0.827,78.3
2026-04-09,CMP012,1010,448162,3212576,0.14,312,97,1468.73,3.24,1.45,0.311,0.745,0.457,0.989,0.598,0.8,82.4
2026-04-10,CMP012,1277,392744,3225336,0.122,414,122,1555.27,3.08,1.22,0.295,0.941,0.623,0.894,0.589,0.942,81.7
2026-04-11,CMP012,803,330371,1460878,0.226,215,61,1071.55,3.73,1.33,0.284,0.592,0.436,0.803,0.653,0.729,68.6
2026-04-12,CMP012,1092,662206,5342439,0.124,299,79,1600.77,3.65,1.47,0.264,0.805,0.564,0.699,0.764,0.539,76.2
2026-04-13,CMP012,1442,651212,4265204,0.153,464,133,1601.31,3.11,1.11,0.287,1.063,0.481,0.771,0.624,0.639,69.8
2026-04-14,CMP012,1228,743699,3924712,0.189,447,143,1832.74,2.75,1.49,0.32,0.905,0.583,0.819,0.716,0.752,73.5
2026-04-15,CMP012,1737,562962,4147694,0.136,578,165,2459.66,3.01,1.42,0.285,1.28,0.611,0.908,0.617,0.738,82.3
2026-04-16,CMP012,1436,651260,4093201,0.159,478,157,2046.15,3.0,1.42,0.328,1.058,0.47,0.959,0.69,0.828,69.1
2026-04-17,CMP012,1319,580087,2479943,0.234,386,124,1799.58,3.42,1.36,0.321,0.972,0.45,0.859,0.841,0.74,73.3
2026-04-18,CMP012,1381,580494,4283861,0.136,452,143,1924.37,3.06,1.39,0.316,1.018,0.596,0.759,0.81,0.575,80.1
2026-04-19,CMP012,1478,794063,3059212,0.26,524,164,2056.77,2.82,1.39,0.313,1.089,0.499,0.881,0.727,0.729,69.6
2026-04-20,CMP012,900,270714,1306847,0.207,254,81,994.74,3.54,1.11,0.319,0.664,0.546,0.804,0.844,0.669,75.5
2026-04-21,CMP012,1174,684607,2984621,0.229,345,103,1893.83,3.4,1.61,0.299,0.866,0.612,0.975,0.769,0.767,80.0
2026-04-22,CMP012,1467,622619,2973208,0.209,482,134,2054.71,3.04,1.4,0.278,1.081,0.447,0.74,0.741,0.687,75.7
2026-04-23,CMP012,804,335852,2027392,0.166,195,53,981.1,4.12,1.22,0.272,0.593,0.461,0.567,0.867,0.739,62.6
2026-04-24,CMP012,1039,456726,3130023,0.146,334,108,960.85,3.11,0.92,0.323,0.766,0.473,0.776,0.844,0.885,67.2
2026-04-25,CMP012,1554,819477,7101172,0.115,419,108,1570.72,3.71,1.01,0.258,1.145,0.528,0.623,0.93,0.752,62.3
2026-04-26,CMP012,1220,681373,4951916,0.138,302,80,1284.52,4.04,1.05,0.265,0.899,0.566,0.703,0.787,0.679,66.8
2026-02-19,CMP013,4946,2284041,6826890,0.335,838,225,5703.88,5.9,1.15,0.268,1.215,0.781,0.787,0.213,0.544,93.3
2026-02-20,CMP013,3721,2248768,8412782,0.267,562,149,5910.79,6.62,1.59,0.265,0.914,0.717,0.832,0.041,0.99,89.6
2026-02-21,CMP013,3837,2680988,7132981,0.376,690,136,5511.13,5.56,1.44,0.197,0.942,0.77,0.79,0.265,0.95,81.1
2026-02-22,CMP013,4783,1794886,5355396,0.335,875,233,6333.64,5.47,1.32,0.266,1.175,0.859,0.661,0.295,0.902,82.8
2026-02-23,CMP013,3704,1459292,4728398,0.309,651,160,4849.91,5.69,1.31,0.246,0.91,0.741,0.689,0.122,0.899,89.1
2026-02-24,CMP013,3428,1210285,5095040,0.238,752,180,5967.18,4.56,1.74,0.239,0.842,0.864,0.99,0.181,0.783,98.3
2026-02-25,CMP013,4574,1979695,7765442,0.255,844,239,5749.45,5.42,1.26,0.283,1.124,0.857,0.895,0.293,0.987,89.4
2026-02-26,CMP013,4142,2368274,10099024,0.235,946,202,5723.68,4.38,1.38,0.214,1.017,0.909,0.909,0.231,0.633,94.3
2026-02-27,CMP013,4418,1477493,4528212,0.326,725,170,5314.77,6.09,1.2,0.234,1.085,0.873,0.795,0.171,0.99,98.0
2026-02-28,CMP013,4569,2348325,7339825,0.32,753,210,4884.61,6.07,1.07,0.279,1.122,0.831,0.753,0.229,0.886,83.6
2026-03-01,CMP013,3923,2785206,9711541,0.287,594,152,5368.79,6.6,1.37,0.256,0.964,0.897,0.73,0.341,0.878,84.0
2026-03-02,CMP013,5211,3433052,12014326,0.286,1093,308,5698.37,4.77,1.09,0.282,1.28,0.912,0.792,0.268,0.86,86.4
2026-03-03,CMP013,3784,2362947,6296871,0.375,723,180,4444.7,5.23,1.17,0.249,0.93,0.708,0.766,0.192,0.762,81.4
2026-03-04,CMP013,4440,2359071,6446328,0.366,795,159,5023.39,5.58,1.13,0.2,1.091,0.691,0.526,0.359,0.701,80.9
2026-03-05,CMP013,3710,2619233,7635134,0.343,679,141,4356.13,5.46,1.17,0.208,0.911,0.815,0.99,0.384,0.797,94.0
2026-03-06,CMP013,3004,1839520,7411824,0.248,605,131,4119.6,4.97,1.37,0.217,0.738,0.852,0.914,0.411,0.604,90.6
2026-03-07,CMP013,4582,3071842,8904190,0.345,1010,236,6134.41,4.54,1.34,0.234,1.126,0.83,0.969,0.227,0.86,96.6
2026-03-08,CMP013,4570,1799712,6245528,0.288,657,152,6781.86,6.96,1.48,0.231,1.123,0.697,0.874,0.309,0.89,81.5
2026-03-09,CMP013,4010,2720378,7291530,0.373,768,176,5818.19,5.22,1.45,0.229,0.985,0.763,0.798,0.231,0.779,94.8
2026-03-10,CMP013,3728,1437182,5494163,0.262,603,162,5752.71,6.18,1.54,0.269,0.916,0.796,0.786,0.445,0.748,82.7
2026-03-11,CMP013,4067,1536600,4325771,0.355,858,220,4979.84,4.74,1.22,0.256,0.999,0.905,0.934,0.242,0.7,99
2026-03-12,CMP013,4509,2936525,8798997,0.334,863,224,6589.91,5.22,1.46,0.26,1.108,0.824,0.743,0.459,0.59,85.7
2026-03-13,CMP013,4733,3431222,11281954,0.304,909,250,5853.76,5.21,1.24,0.275,1.163,0.786,0.922,0.484,0.95,83.7
2026-03-14,CMP013,2958,1568484,4632777,0.339,644,129,4740.06,4.59,1.6,0.2,0.727,0.764,0.838,0.319,0.833,93.1
2026-03-15,CMP013,3473,1529752,4431888,0.345,670,135,4617.71,5.18,1.33,0.201,0.853,0.718,0.866,0.286,0.866,85.3
2026-03-16,CMP013,3368,2078008,6345246,0.327,759,202,4817.7,4.44,1.43,0.266,0.827,0.844,0.885,0.352,0.877,95.6
2026-03-17,CMP013,3688,1878655,5384836,0.349,525,124,5175.01,7.02,1.4,0.236,0.906,0.863,0.634,0.514,0.714,79.8
2026-03-18,CMP013,2753,1766750,6276033,0.282,382,102,3420.44,7.21,1.24,0.267,0.676,0.683,0.661,0.458,0.853,81.8
2026-03-19,CMP013,3523,1088231,3312723,0.329,784,198,4343.96,4.49,1.23,0.253,0.865,0.878,0.812,0.485,0.696,92.9
2026-03-20,CMP013,3144,2167860,6595074,0.329,606,141,4012.75,5.19,1.28,0.233,0.772,0.777,0.91,0.436,0.77,82.8
2026-03-21,CMP013,3257,943160,3453854,0.273,550,137,3846.18,5.92,1.18,0.249,0.8,0.892,0.928,0.576,0.905,85.0
2026-03-22,CMP013,3181,1579179,5475963,0.288,669,191,4520.05,4.75,1.42,0.286,0.781,0.911,0.919,0.416,0.727,92.2
2026-03-23,CMP013,2936,2080981,5697765,0.365,612,154,3328.83,4.8,1.13,0.252,0.721,0.696,0.761,0.384,0.813,89.2
2026-03-24,CMP013,2753,1495613,4179311,0.358,560,129,3458.38,4.92,1.26,0.23,0.676,0.725,0.717,0.382,0.862,86.3
2026-03-25,CMP013,2201,830966,2555699,0.325,352,74,3639.34,6.25,1.65,0.21,0.541,0.786,0.99,0.531,0.703,88.7
2026-03-26,CMP013,3208,1570548,6319591,0.249,659,178,4962.31,4.87,1.55,0.27,0.788,0.904,0.848,0.606,0.783,86.8
2026-03-27,CMP013,3415,2128830,5671890,0.375,742,178,4056.91,4.6,1.19,0.24,0.839,0.912,0.795,0.432,0.779,95.1
2026-03-28,CMP013,4325,1800922,7764469,0.232,814,168,4558.68,5.31,1.05,0.206,1.062,0.854,0.668,0.541,0.878,80.3
2026-03-29,CMP013,2361,1357949,3949898,0.344,393,84,3243.7,6.01,1.37,0.214,0.58,0.891,0.797,0.4,0.677,85.8
2026-03-30,CMP013,2877,2010917,7962781,0.253,411,108,3912.86,7.0,1.36,0.263,0.707,0.69,0.99,0.622,0.878,81.9
2026-03-31,CMP013,3836,1517187,4713466,0.322,556,126,3860.71,6.9,1.01,0.227,0.942,0.79,0.635,0.429,0.818,82.9
2026-04-01,CMP013,3964,2442200,7227336,0.338,568,113,4323.08,6.98,1.09,0.199,0.974,0.696,0.755,0.515,0.867,81.4
2026-04-02,CMP013,4215,1249932,3406202,0.367,630,159,5377.89,6.69,1.28,0.252,1.035,0.816,0.99,0.633,0.785,88.6
2026-04-03,CMP013,3906,2112086,5729639,0.369,518,106,3915.94,7.54,1.0,0.205,0.959,0.683,0.912,0.546,0.879,77.1
2026-04-04,CMP013,3650,1861898,5079737,0.367,619,128,5179.82,5.9,1.42,0.207,0.897,0.729,0.734,0.49,0.711,81.0
2026-04-05,CMP013,2451,1171285,3167655,0.37,464,112,3848.24,5.28,1.57,0.241,0.602,0.708,0.919,0.539,0.826,88.0
2026-04-06,CMP013,3087,1126909,4533151,0.249,581,153,4622.28,5.31,1.5,0.263,0.758,0.925,0.602,0.612,0.64,79.6
2026-04-07,CMP013,2453,1339115,3904763,0.343,467,106,3767.33,5.25,1.54,0.227,0.603,0.918,0.965,0.541,0.616,90.1
2026-04-08,CMP013,3247,1530804,6283754,0.244,602,132,4251.11,5.39,1.31,0.219,0.798,0.724,0.78,0.68,0.731,84.7
2026-04-09,CMP013,3672,2205455,7904143,0.279,681,172,5124.27,5.39,1.4,0.253,0.902,0.756,0.729,0.511,0.88,84.7
2026-04-10,CMP013,3221,2010051,7232898,0.278,691,189,5004.13,4.66,1.55,0.274,0.791,0.75,0.841,0.55,0.518,88.3
2026-04-11,CMP013,3792,2464093,10145634,0.243,652,131,4232.39,5.82,1.12,0.201,0.931,0.755,0.804,0.739,0.762,79.2
2026-04-12,CMP013,3286,1986832,6230536,0.319,610,148,4505.28,5.39,1.37,0.243,0.807,0.866,0.99,0.574,0.97,83.4
2026-04-13,CMP013,4000,2508195,10149986,0.247,614,134,4392.12,6.51,1.1,0.218,0.982,0.775,0.871,0.721,0.99,76.6
2026-04-14,CMP013,4248,2086906,8985279,0.232,798,205,4627.23,5.32,1.09,0.257,1.043,0.812,0.699,0.643,0.717,84.1
2026-04-15,CMP013,4493,1554180,6526110,0.238,866,200,5602.66,5.19,1.25,0.231,1.104,0.909,0.586,0.702,0.721,79.4
2026-04-16,CMP013,2845,1499949,4577440,0.328,503,108,3845.43,5.66,1.35,0.215,0.699,0.735,0.759,0.798,0.787,81.4
2026-04-17,CMP013,5018,2204016,7045577,0.313,1031,243,7211.51,4.87,1.44,0.236,1.233,0.801,0.814,0.714,0.954,86.0
2026-04-18,CMP013,3553,2172950,6697157,0.324,470,118,3710.19,7.56,1.04,0.251,0.873,0.734,0.913,0.767,0.827,75.1
2026-04-19,CMP013,4686,2702375,11164523,0.242,718,188,5944.1,6.53,1.27,0.262,1.151,0.73,0.597,0.7,0.863,69.5
2026-04-20,CMP013,4049,2115394,8708102,0.243,737,154,5266.03,5.49,1.3,0.209,0.995,0.854,0.962,0.653,0.78,83.3
2026-04-21,CMP013,4533,1860819,8038781,0.231,692,146,5460.77,6.55,1.2,0.211,1.113,0.849,0.72,0.736,0.899,84.3
2026-04-22,CMP013,3347,1700583,6854172,0.248,638,178,3825.7,5.25,1.14,0.279,0.822,0.9,0.797,0.841,0.803,85.1
2026-04-23,CMP013,4287,1450012,5505114,0.263,504,129,5489.31,8.51,1.28,0.256,1.053,0.78,0.804,0.907,0.835,70.4
2026-04-24,CMP013,3755,2470592,7569631,0.326,664,146,5196.33,5.66,1.38,0.22,0.922,0.712,0.87,0.667,0.693,80.4
2026-04-25,CMP013,3918,2039587,6851812,0.298,555,142,3661.06,7.06,0.93,0.256,0.962,0.713,0.99,0.899,0.948,70.9
2026-04-26,CMP013,4087,1200716,4830864,0.249,747,154,5181.87,5.47,1.27,0.206,1.004,0.817,0.93,0.721,0.932,78.6
2026-04-27,CMP013,5010,3251867,11802544,0.276,787,201,6847.42,6.37,1.37,0.255,1.231,0.868,0.954,0.832,0.905,84.0
2026-04-28,CMP013,3314,1259492,4246713,0.297,540,132,3568.19,6.14,1.08,0.244,0.814,0.764,0.752,0.764,0.987,80.1
2026-04-29,CMP013,3890,1420637,3889360,0.365,528,135,3643.19,7.37,0.94,0.256,0.956,0.696,0.734,0.904,0.828,70.2
2026-02-05,CMP014,835,504354,1414219,0.357,158,42,980.33,5.28,1.17,0.266,0.899,0.578,0.868,0.124,0.949,80.5
2026-02-06,CMP014,675,176985,491856,0.36,137,30,770.9,4.93,1.14,0.219,0.728,0.723,0.72,0.109,0.905,86.4
2026-02-07,CMP014,785,202080,565890,0.357,161,41,766.53,4.88,0.98,0.255,0.846,0.673,0.796,0.213,0.99,84.5
2026-02-08,CMP014,964,579616,1719638,0.337,208,58,1016.22,4.63,1.05,0.279,1.039,0.625,0.815,0.096,0.726,88.1
2026-02-09,CMP014,885,462566,2054460,0.225,217,60,1191.03,4.08,1.35,0.276,0.953,0.723,0.84,0.167,0.99,93.8
2026-02-10,CMP014,939,236318,915367,0.258,191,52,1176.69,4.92,1.25,0.272,1.011,0.63,0.987,0.078,0.732,95.9
2026-02-11,CMP014,1070,512081,1408517,0.364,273,75,1350.77,3.92,1.26,0.275,1.153,0.547,0.971,0.15,0.896,92.7
2026-02-12,CMP014,740,284066,856628,0.332,164,45,870.89,4.51,1.18,0.274,0.798,0.616,0.745,0.151,0.99,87.3
2026-02-13,CMP014,716,251700,891196,0.282,144,37,673.68,4.97,0.94,0.257,0.772,0.641,0.765,0.298,0.645,79.1
2026-02-14,CMP014,1029,615282,2344721,0.262,200,42,1432.91,5.14,1.39,0.21,1.108,0.577,0.816,0.239,0.776,89.9
2026-02-15,CMP014,780,343951,1011327,0.34,157,37,822.8,4.97,1.05,0.236,0.84,0.59,0.896,0.291,0.773,81.3
2026-02-16,CMP014,923,256417,782437,0.328,169,43,1290.69,5.46,1.4,0.254,0.995,0.704,0.827,0.266,0.799,83.8
2026-02-17,CMP014,933,522786,1536874,0.34,211,57,1007.63,4.42,1.08,0.27,1.005,0.74,0.788,0.179,0.764,91.2
2026-02-18,CMP014,732,392117,1683208,0.233,143,30,754.64,5.12,1.03,0.21,0.789,0.662,0.99,0.381,0.976,86.0
2026-02-19,CMP014,714,461279,2035016,0.227,133,34,757.03,5.37,1.06,0.256,0.769,0.774,0.99,0.382,0.777,85.3
2026-02-20,CMP014,825,493623,1409148,0.35,166,44,1326.29,4.97,1.61,0.265,0.889,0.677,0.806,0.305,0.99,90.5
2026-02-21,CMP014,1188,629471,2780621,0.226,264,72,1641.96,4.5,1.38,0.273,1.28,0.721,0.701,0.195,0.819,91.3
2026-02-22,CMP014,920,332875,1131317,0.294,182,44,1252.24,5.05,1.36,0.242,0.991,0.574,0.99,0.27,0.852,86.1
2026-02-23,CMP014,1022,433534,1260347,0.344,165,38,1181.47,6.19,1.16,0.23,1.101,0.712,0.849,0.439,0.867,79.3
2026-02-24,CMP014,901,347413,948591,0.366,171,50,1169.38,5.27,1.3,0.292,0.971,0.786,0.758,0.28,0.789,89.9
2026-02-25,CMP014,881,383760,1315615,0.292,147,39,1089.67,5.99,1.24,0.265,0.95,0.581,0.749,0.244,0.784,83.1
2026-02-26,CMP014,958,451657,1518853,0.297,187,54,1218.2,5.12,1.27,0.289,1.032,0.782,0.792,0.351,0.876,84.1
2026-02-27,CMP014,1084,339060,1144496,0.296,260,66,1657.05,4.17,1.53,0.254,1.168,0.667,0.631,0.359,0.976,86.4
2026-02-28,CMP014,886,458273,1264694,0.362,142,30,813.62,6.24,0.92,0.211,0.955,0.68,0.852,0.4,0.727,79.5
2026-03-01,CMP014,1020,522234,2163830,0.241,199,46,1278.53,5.13,1.25,0.231,1.098,0.548,0.638,0.38,0.778,70.2
2026-03-02,CMP014,741,384426,1344992,0.286,116,28,904.56,6.39,1.22,0.241,0.798,0.692,0.82,0.481,0.796,78.3
2026-03-03,CMP014,902,523172,2371215,0.221,193,46,1143.94,4.67,1.27,0.238,0.972,0.628,0.683,0.392,0.833,80.8
2026-03-04,CMP014,1188,503054,2045250,0.246,208,58,1069.88,5.71,0.9,0.279,1.28,0.651,0.782,0.515,0.591,75.4
2026-03-05,CMP014,816,296668,1217954,0.244,212,59,1046.43,3.85,1.28,0.278,0.879,0.728,0.97,0.404,0.816,93.7
2026-03-06,CMP014,923,390302,1433025,0.272,184,40,1051.94,5.02,1.14,0.217,0.994,0.638,0.979,0.353,0.783,91.3
2026-03-07,CMP014,814,491262,1426959,0.344,161,42,991.19,5.06,1.22,0.261,0.878,0.723,0.826,0.476,0.802,84.6
2026-03-08,CMP014,1054,630130,2245146,0.281,187,47,1263.48,5.64,1.2,0.251,1.136,0.619,0.99,0.493,0.962,78.6
2026-03-09,CMP014,706,255616,983150,0.26,149,37,969.92,4.74,1.37,0.248,0.761,0.778,0.99,0.558,0.709,88.6
2026-03-10,CMP014,871,290932,806303,0.361,168,41,1113.27,5.18,1.28,0.244,0.939,0.73,0.788,0.463,0.795,83.9
2026-03-11,CMP014,923,405775,1673900,0.242,169,47,1038.93,5.46,1.13,0.278,0.994,0.679,0.56,0.441,0.931,79.8
2026-03-12,CMP014,679,250665,710171,0.353,144,33,644.99,4.72,0.95,0.229,0.732,0.657,0.932,0.418,0.849,78.4
2026-03-13,CMP014,1010,390727,1363827,0.286,182,48,1400.53,5.55,1.39,0.264,1.088,0.616,0.927,0.514,0.751,85.1
2026-03-14,CMP014,887,393272,1790662,0.22,164,39,1237.87,5.41,1.4,0.238,0.955,0.547,0.847,0.504,0.917,83.6
2026-03-15,CMP014,791,240415,1042702,0.231,174,46,1012.22,4.55,1.28,0.264,0.852,0.719,0.92,0.588,0.678,80.0
2026-03-16,CMP014,748,435923,1641129,0.266,137,36,905.39,5.46,1.21,0.263,0.806,0.745,0.99,0.649,0.832,77.4
2026-03-17,CMP014,838,506460,2316793,0.219,130,33,943.82,6.45,1.13,0.254,0.903,0.594,0.703,0.618,0.82,69.7
2026-03-18,CMP014,594,249110,709192,0.351,109,24,642.23,5.45,1.08,0.22,0.64,0.704,0.99,0.597,0.57,85.9
2026-03-19,CMP014,686,444016,1278225,0.347,121,34,758.67,5.67,1.11,0.281,0.739,0.631,0.711,0.675,0.56,69.2
2026-03-20,CMP014,1074,319972,1099398,0.291,194,42,1136.23,5.54,1.06,0.216,1.158,0.699,0.522,0.46,0.905,84.4
2026-03-21,CMP014,504,155383,528540,0.294,107,23,667.88,4.71,1.33,0.215,0.543,0.768,0.819,0.606,0.749,86.4
2026-03-22,CMP014,934,354919,1461020,0.243,166,33,996.04,5.63,1.07,0.199,1.006,0.552,0.611,0.689,0.911,74.2
